card, set, printTag, price, quantity
Emergency Provisions,Legacy of Darkness,LOD-EN033,0.0,96
Emergency Provisions,Legacy of Darkness,LOD-033,1.44,5
Exiled Force,Legacy of Darkness,LOD-EN023,0.0,37
Exiled Force,Legacy of Darkness,LOD-023,3.38,51
Fengsheng Mirror,Legacy of Darkness,LOD-EN075,2.45,68
Fengsheng Mirror,Legacy of Darkness,LOD-075,1.05,3
Fiend Skull Dragon,Legacy of Darkness,LOD-EN039,31.6,47
Fiend Skull Dragon,Legacy of Darkness,LOD-039,1.98,93
Freed the Matchless General,Legacy of Darkness,LOD-EN016,0.0,53
Freed the Matchless General,Legacy of Darkness,LOD-016,4.76,97
Frontier Wiseman,Legacy of Darkness,LOD-EN022,2.45,74
Frontier Wiseman,Legacy of Darkness,LOD-022,1.04,39
Fushi No Tori,Legacy of Darkness,LOD-EN072,0.0,45
Fushi No Tori,Legacy of Darkness,LOD-072,1.09,9
Fusion Sword Murasame Blade,Legacy of Darkness,LOD-EN079,2.95,46
Fusion Sword Murasame Blade,Legacy of Darkness,LOD-079,1.13,80
Gradius' Option,Legacy of Darkness,LOD-EN060,2.45,96
Gradius' Option,Legacy of Darkness,LOD-060,1.05,77
Gray Wing,Legacy of Darkness,LOD-EN041,2.45,45
Gray Wing,Legacy of Darkness,LOD-041,1.03,28
Great Long Nose,Legacy of Darkness,LOD-EN068,3.95,19
Great Long Nose,Legacy of Darkness,LOD-068,1.15,19
Heart of Clear Water,Legacy of Darkness,LOD-EN077,2.45,99
Heart of Clear Water,Legacy of Darkness,LOD-077,1.07,63
Hino-Kagu-Tsuchi,Legacy of Darkness,LOD-EN070,6.0,7
Hino-Kagu-Tsuchi,Legacy of Darkness,LOD-070,4.73,9
Inaba White Rabbit,Legacy of Darkness,LOD-EN065,4.95,1
Inaba White Rabbit,Legacy of Darkness,LOD-065,1.97,98
Last Turn,Legacy of Darkness,LOD-EN099,0.0,20
Last Turn,Legacy of Darkness,LOD-099,5.74,81
Lesser Fiend,Legacy of Darkness,LOD-EN003,3.45,69
Lesser Fiend,Legacy of Darkness,LOD-003,1.01,70
Life Absorbing Machine,Legacy of Darkness,LOD-EN012,2.45,28
Life Absorbing Machine,Legacy of Darkness,LOD-012,1.12,42
Lizard Soldier,Legacy of Darkness,LOD-EN038,2.45,90
Lizard Soldier,Legacy of Darkness,LOD-038,1.05,81
Luster Dragon 2,Legacy of Darkness,LOD-EN050,0.0,26
Luster Dragon 2,Legacy of Darkness,LOD-050,2.54,40
Magic Reflector,Legacy of Darkness,LOD-EN087,10.65,20
Magic Reflector,Legacy of Darkness,LOD-087,1.33,80
Maharaghi,Legacy of Darkness,LOD-EN064,1.5,4
Maharaghi,Legacy of Darkness,LOD-064,1.06,39
Marauding Captain,Legacy of Darkness,LOD-EN018,16.58,92
Marauding Captain,Legacy of Darkness,LOD-018,6.33,67
Mysterious Guard,Legacy of Darkness,LOD-EN021,2.45,42
Mysterious Guard,Legacy of Darkness,LOD-021,1.03,47
Nutrient Z,Legacy of Darkness,LOD-EN096,3.95,74
Nutrient Z,Legacy of Darkness,LOD-096,1.21,8
Ominous Fortunetelling,Legacy of Darkness,LOD-EN094,4.95,68
Ominous Fortunetelling,Legacy of Darkness,LOD-094,0.99,21
Opticlops,Legacy of Darkness,LOD-EN009,0.0,56
Opticlops,Legacy of Darkness,LOD-009,1.01,93
Otohime,Legacy of Darkness,LOD-EN069,2.95,45
Otohime,Legacy of Darkness,LOD-069,1.1,86
Patrician of Darkness,Legacy of Darkness,LOD-EN058,2.45,19
Patrician of Darkness,Legacy of Darkness,LOD-058,1.03,63
Possessed Dark Soul,Legacy of Darkness,LOD-EN004,2.45,42
Possessed Dark Soul,Legacy of Darkness,LOD-004,1.06,81
Ready for Intercepting,Legacy of Darkness,LOD-EN031,2.45,34
Ready for Intercepting,Legacy of Darkness,LOD-031,1.02,10
Reinforcement of the Army,Legacy of Darkness,LOD-EN028,0.0,10
Reinforcement of the Army,Legacy of Darkness,LOD-028,2.37,58
Robotic Knight,Legacy of Darkness,LOD-EN051,2.45,74
Robotic Knight,Legacy of Darkness,LOD-051,1.05,81
Roboyarou,Legacy of Darkness,LOD-EN055,2.45,75
Roboyarou,Legacy of Darkness,LOD-055,1.05,71
Ryu Senshi,Legacy of Darkness,LOD-EN019,0.0,6
Ryu Senshi,Legacy of Darkness,LOD-019,3.66,80
Ryu-Kishin Clown,Legacy of Darkness,LOD-EN007,2.45,77
Ryu-Kishin Clown,Legacy of Darkness,LOD-007,0.97,39
Second Coin Toss,Legacy of Darkness,LOD-EN083,2.45,42
Second Coin Toss,Legacy of Darkness,LOD-083,1.99,88
Serpentine Princess,Legacy of Darkness,LOD-EN057,2.75,64
Serpentine Princess,Legacy of Darkness,LOD-057,1.05,5
Shadow Tamer,Legacy of Darkness,LOD-EN025,0.0,10
Shadow Tamer,Legacy of Darkness,LOD-025,0.97,90
Skull Knight 2,Legacy of Darkness,LOD-EN006,2.45,14
Skull Knight 2,Legacy of Darkness,LOD-006,1.03,89
Smoke Grenade of the Thief,Legacy of Darkness,LOD-EN080,3.95,75
Smoke Grenade of the Thief,Legacy of Darkness,LOD-080,2.72,40
Soul Demolition,Legacy of Darkness,LOD-EN014,2.45,92
Soul Demolition,Legacy of Darkness,LOD-014,0.98,70
Spear Dragon,Legacy of Darkness,LOD-EN035,0.0,98
Spear Dragon,Legacy of Darkness,LOD-035,3.22,95
Spirit Ryu,Legacy of Darkness,LOD-EN036,2.45,85
Spirit Ryu,Legacy of Darkness,LOD-036,1.04,71
Spring of Rebirth,Legacy of Darkness,LOD-EN076,2.95,85
Spring of Rebirth,Legacy of Darkness,LOD-076,1.08,91
Super Rejuvenation,Legacy of Darkness,LOD-EN047,2.15,10
Super Rejuvenation,Legacy of Darkness,LOD-047,2.96,19
Super Robolady,Legacy of Darkness,LOD-EN073,8.53,62
Super Robolady,Legacy of Darkness,LOD-073,1.07,4
Super Roboyarou,Legacy of Darkness,LOD-EN074,2.45,29
Super Roboyarou,Legacy of Darkness,LOD-074,0.99,75
Susa Soldier,Legacy of Darkness,LOD-EN066,0.0,49
Susa Soldier,Legacy of Darkness,LOD-066,1.02,37
The A. Forces,Legacy of Darkness,LOD-EN027,0.0,41
The A. Forces,Legacy of Darkness,LOD-027,1.11,92
The Hunter with 7 Weapons,Legacy of Darkness,LOD-EN024,2.45,89
The Hunter with 7 Weapons,Legacy of Darkness,LOD-024,1.06,48
The Puppet Magic of Dark Ruler,Legacy of Darkness,LOD-EN013,2.45,16
The Puppet Magic of Dark Ruler,Legacy of Darkness,LOD-013,1.04,23
Throwstone Unit,Legacy of Darkness,LOD-EN017,2.95,49
Throwstone Unit,Legacy of Darkness,LOD-017,1.04,11
Thunder Nyan Nyan,Legacy of Darkness,LOD-EN059,0.0,3
Thunder Nyan Nyan,Legacy of Darkness,LOD-059,1.01,46
Troop Dragon,Legacy of Darkness,LOD-EN042,2.45,38
Troop Dragon,Legacy of Darkness,LOD-042,1.09,88
Twin-Headed Behemoth,Legacy of Darkness,LOD-EN063,0.0,64
Twin-Headed Behemoth,Legacy of Darkness,LOD-063,1.47,47
Tyrant Dragon,Legacy of Darkness,LOD-EN034,0.0,36
Tyrant Dragon,Legacy of Darkness,LOD-034,5.83,73
Warrior Dai Grepher,Legacy of Darkness,LOD-EN020,2.95,26
Warrior Dai Grepher,Legacy of Darkness,LOD-020,1.0,52
Wolf Axwielder,Legacy of Darkness,LOD-EN052,2.95,77
Wolf Axwielder,Legacy of Darkness,LOD-052,0.99,11
Woodland Sprite,Legacy of Darkness,LOD-EN061,2.75,74
Woodland Sprite,Legacy of Darkness,LOD-061,0.98,54
Yamata Dragon,Legacy of Darkness,LOD-EN067,17.99,16
Yamata Dragon,Legacy of Darkness,LOD-067,4.81,15
Yata-Garasu,Legacy of Darkness,LOD-EN000,0.0,90
Yata-Garasu,Legacy of Darkness,LOD-000,57.88,7
A Cat of Ill Omen,Pharaonic Guardian,PGD-070,2.91,53
A Man with Wdjat,Pharaonic Guardian,PGD-068,1.05,28
An Owl of Luck,Pharaonic Guardian,PGD-073,1.4,63
Arsenal Bug,Pharaonic Guardian,PGD-007,1.04,20
Banner of Courage,Pharaonic Guardian,PGD-089,1.04,71
Birdface,Pharaonic Guardian,PGD-005,1.03,41
Book of Life,Pharaonic Guardian,PGD-033,2.79,34
Book of Moon,Pharaonic Guardian,PGD-035,1.72,73
Book of Taiyou,Pharaonic Guardian,PGD-034,2.96,44
Bottomless Shifting Sand,Pharaonic Guardian,PGD-043,1.02,49
Byser Shock,Pharaonic Guardian,PGD-103,2.66,1
Call of the Mummy,Pharaonic Guardian,PGD-038,1.04,6
Card Shuffle,Pharaonic Guardian,PGD-080,1.03,95
Charm of Shabti,Pharaonic Guardian,PGD-074,1.0,64
Cobraman Sakuzy,Pharaonic Guardian,PGD-032,1.19,11
Coffin Seller,Pharaonic Guardian,PGD-093,1.3,68
Curse of Aging,Pharaonic Guardian,PGD-094,0.98,21
Curse of Royal,Pharaonic Guardian,PGD-044,1.18,72
D. Tribe,Pharaonic Guardian,PGD-102,1.03,49
Dark Coffin,Pharaonic Guardian,PGD-047,1.08,95
Dark Scorpion Burglars,Pharaonic Guardian,PGD-028,1.07,73
Dark Snake Syndrome,Pharaonic Guardian,PGD-087,1.06,31
Des Lacooda,Pharaonic Guardian,PGD-030,1.08,46
Dice Jar,Pharaonic Guardian,PGD-027,2.74,87
Different Dimension Capsule,Pharaonic Guardian,PGD-083,1.41,83
Disturbance Strategy,Pharaonic Guardian,PGD-098,1.28,50
Don Zaloog,Pharaonic Guardian,PGD-029,7.6,0
Fushioh Richie,Pharaonic Guardian,PGD-031,2.29,39
Gravekeeper's Assailant,Pharaonic Guardian,PGD-067,1.04,20
Gravekeeper's Chief,Pharaonic Guardian,PGD-065,1.34,32
Gravekeeper's Curse,Pharaonic Guardian,PGD-060,1.06,20
Gravekeeper's Guard,Pharaonic Guardian,PGD-061,1.16,68
Gravekeeper's Spear Soldier,Pharaonic Guardian,PGD-062,1.1,30
Gravekeeper's Spy,Pharaonic Guardian,PGD-059,1.46,60
Gravekeeper's Watcher,Pharaonic Guardian,PGD-064,1.9,78
Great Dezard,Pharaonic Guardian,PGD-020,2.32,15
Guardian Sphinx,Pharaonic Guardian,PGD-025,2.08,62
Helpoemer,Pharaonic Guardian,PGD-058,4.09,23
Hieroglyph Lithograph,Pharaonic Guardian,PGD-086,1.03,99
Jowls of Dark Demise,Pharaonic Guardian,PGD-009,1.18,87
Kabazauls,Pharaonic Guardian,PGD-054,1.12,17
Lava Golem,Pharaonic Guardian,PGD-107,10.22,34
Maiden of the Aqua,Pharaonic Guardian,PGD-008,1.6,83
Master Kyonshee,Pharaonic Guardian,PGD-053,1.0,84
Metamorphosis,Pharaonic Guardian,PGD-090,4.28,88
Mirage of Nightmare,Pharaonic Guardian,PGD-036,1.67,42
Moisture Creature,Pharaonic Guardian,PGD-013,0.99,82
Molten Behemoth,Pharaonic Guardian,PGD-001,1.03,65
Mucus Yolk,Pharaonic Guardian,PGD-011,1.09,74
Narrow Pass,Pharaonic Guardian,PGD-097,0.98,47
Necrovalley,Pharaonic Guardian,PGD-084,2.16,69
Needle Ceiling,Pharaonic Guardian,PGD-045,1.11,73
Needle Wall,Pharaonic Guardian,PGD-048,0.99,5
Newdoria,Pharaonic Guardian,PGD-057,1.13,60
Nightmare Horse,Pharaonic Guardian,PGD-077,1.37,71
Nightmare Wheel,Pharaonic Guardian,PGD-106,3.43,52
Non Aggression Area,Pharaonic Guardian,PGD-101,1.11,76
Ordeal of a Traveler,Pharaonic Guardian,PGD-042,1.82,35
Pharaoh's Treasure,Pharaonic Guardian,PGD-052,1.0,70
Poison Mummy,Pharaonic Guardian,PGD-016,1.04,72
Pyramid Energy,Pharaonic Guardian,PGD-040,1.01,26
Pyramid Turtle,Pharaonic Guardian,PGD-026,1.12,84
Pyro Clock of Destiny,Pharaonic Guardian,PGD-050,1.0,78
Question,Pharaonic Guardian,PGD-104,5.01,17
Raigeki Break,Pharaonic Guardian,PGD-096,1.15,4
Reasoning,Pharaonic Guardian,PGD-081,1.21,8
Reckless Greed,Pharaonic Guardian,PGD-051,1.84,6
Reversal Quiz,Pharaonic Guardian,PGD-092,1.6,87
Rite of Spirit,Pharaonic Guardian,PGD-100,1.38,63
Royal Keeper,Pharaonic Guardian,PGD-018,1.03,1
Royal Tribute,Pharaonic Guardian,PGD-091,1.59,52
Sasuke Samurai,Pharaonic Guardian,PGD-015,1.28,12
Servant of Catabolism,Pharaonic Guardian,PGD-012,1.07,83
Shapesnatch,Pharaonic Guardian,PGD-002,3.03,82
Souleater,Pharaonic Guardian,PGD-003,1.0,10
Spirit Reaper,Pharaonic Guardian,PGD-076,1.67,88
Statue of the Wicked,Pharaonic Guardian,PGD-046,1.3,64
Swarm of Locusts,Pharaonic Guardian,PGD-022,1.1,71
Swarm of Scarabs,Pharaonic Guardian,PGD-021,1.16,0
Terraforming,Pharaonic Guardian,PGD-088,1.93,48
Timeater,Pharaonic Guardian,PGD-010,1.05,64
Timidity,Pharaonic Guardian,PGD-039,0.97,5
Trap Dustshoot,Pharaonic Guardian,PGD-049,3.83,10
Trap of Board Eraser,Pharaonic Guardian,PGD-099,1.12,48
Tutan Mask,Pharaonic Guardian,PGD-041,1.1,29
Wandering Mummy,Pharaonic Guardian,PGD-019,1.02,90
Yomi Ship,Pharaonic Guardian,PGD-071,0.98,5
Aitsu,Magician's Force,MFC-056,1.06,18
Amazoness Archers,Magician's Force,MFC-096,1.51,30
Amazoness Blowpiper,Magician's Force,MFC-062,1.07,47
Amazoness Fighter,Magician's Force,MFC-060,1.61,58
Amazoness Paladin,Magician's Force,MFC-059,1.12,27
Amazoness Tiger,Magician's Force,MFC-063,1.26,69
Ante,Magician's Force,MFC-034,1.07,68
Anti-Spell,Magician's Force,MFC-103,1.07,60
Apprentice Magician,Magician's Force,MFC-066,1.37,19
Armor Exe,Magician's Force,MFC-075,1.04,64
Autonomous Action Unit,Magician's Force,MFC-032,1.01,47
Big Bang Shot,Magician's Force,MFC-086,1.21,61
Breaker the Magical Warrior,Magician's Force,MFC-071,14.51,39
Burning Beast,Magician's Force,MFC-016,1.07,80
Chaos Command Magician,Magician's Force,MFC-068,9.7,28
Combination Attack,Magician's Force,MFC-030,1.08,27
Continuous Destruction Punch,Magician's Force,MFC-085,1.09,99
D.D. Crazy Beast,Magician's Force,MFC-019,0.97,91
Dark Blade,Magician's Force,MFC-007,1.21,96
Dark Cat with White Tail,Magician's Force,MFC-083,1.04,76
Dark Core,Magician's Force,MFC-035,1.5,1
Dark Magician Girl,Magician's Force,MFC-000,350.99,87
Dark Paladin,Magician's Force,MFC-105,133.98,10
Decayed Commander,Magician's Force,MFC-010,1.05,9
Demotion,Magician's Force,MFC-029,1.42,37
Des Dendle,Magician's Force,MFC-015,1.03,3
Des Koala,Magician's Force,MFC-077,1.62,43
Dimension Jar,Magician's Force,MFC-023,1.01,9
Disarmament,Magician's Force,MFC-102,0.96,86
Double Spell,Magician's Force,MFC-106,1.88,10
Emblem of Dragon Destroyer,Magician's Force,MFC-090,1.69,70
Formation Union,Magician's Force,MFC-049,1.0,83
Frontline Base,Magician's Force,MFC-028,1.06,59
Gather Your Mind,Magician's Force,MFC-087,1.01,84
Giant Orc,Magician's Force,MFC-012,1.16,15
Great Angus,Magician's Force,MFC-055,0.98,22
Great Phantom Thief,Magician's Force,MFC-024,1.05,72
Helping Robo for Combat,Magician's Force,MFC-022,1.04,30
Hidden Spellbook,Magician's Force,MFC-099,1.06,11
Huge Revolution,Magician's Force,MFC-041,1.08,75
Jar Robber,Magician's Force,MFC-091,1.03,77
Kaiser Colosseum,Magician's Force,MFC-031,1.58,71
Kishido Spirit,Magician's Force,MFC-038,1.21,39
Koitsu,Magician's Force,MFC-080,1.8,44
Magical Marionette,Magician's Force,MFC-069,1.08,52
Magical Merchant,Magician's Force,MFC-079,1.37,97
Magical Plant Mandragola,Magician's Force,MFC-072,0.99,6
Magical Scientist,Magician's Force,MFC-073,1.15,22
Mass Driver,Magician's Force,MFC-088,1.03,38
Mega Ton Magical Cannon,Magician's Force,MFC-094,1.24,34
Metalsilver Armor,Magician's Force,MFC-037,1.0,91
Meteorain,Magician's Force,MFC-044,1.04,69
Miracle Restoring,Magician's Force,MFC-100,0.99,24
My Body as a Shield,Magician's Force,MFC-092,1.44,98
Neko Mane King,Magician's Force,MFC-021,1.13,22
Old Vindictive Magician,Magician's Force,MFC-067,1.05,8
Oppressed People,Magician's Force,MFC-002,1.79,59
Paladin of White Dragon,Magician's Force,MFC-026,5.84,90
People Running About,Magician's Force,MFC-001,1.0,14
Physical Double,Magician's Force,MFC-047,1.04,30
Pitch-Black Power Stone,Magician's Force,MFC-095,1.13,31
Pitch-Dark Dragon,Magician's Force,MFC-008,1.34,68
Pixie Knight,Magician's Force,MFC-070,1.11,47
Poison of the Old Man,Magician's Force,MFC-033,1.26,3
Raregold Armor,Magician's Force,MFC-036,1.24,75
Roulette Barrel,Magician's Force,MFC-025,1.12,86
Royal Magical Library,Magician's Force,MFC-074,1.37,53
Second Goblin,Magician's Force,MFC-013,1.05,2
Secret Barrel,Magician's Force,MFC-046,2.23,72
Senri Eye,Magician's Force,MFC-089,1.08,40
Skilled Dark Magician,Magician's Force,MFC-065,4.19,40
Skilled White Magician,Magician's Force,MFC-064,2.95,92
Spell Shield Type-8,Magician's Force,MFC-043,1.94,81
Tribe-Infecting Virus,Magician's Force,MFC-076,11.71,60
Tribute Doll,Magician's Force,MFC-039,1.19,34
Ultimate Obedient Fiend,Magician's Force,MFC-082,1.34,92
Union Rider,Magician's Force,MFC-018,0.98,18
Wave-Motion Cannon,Magician's Force,MFC-040,5.82,65
White Dragon Ritual,Magician's Force,MFC-027,1.9,39
X-Head Cannon,Magician's Force,MFC-004,2.23,75
XY-Dragon Cannon,Magician's Force,MFC-051,6.16,57
Y-Dragon Head,Magician's Force,MFC-005,4.79,49
YZ-Tank Dragon,Magician's Force,MFC-054,2.55,35
Z-Metal Tank,Magician's Force,MFC-006,2.03,18
Zombie Tiger,Magician's Force,MFC-011,1.09,58
A Deal with Dark Ruler,Dark Crisis,DCR-030,1.09,43
Acrobat Monkey,Dark Crisis,DCR-EN003,0.0,68
Acrobat Monkey,Dark Crisis,DCR-003,0.99,20
Agido,Dark Crisis,DCR-EN080,0.0,2
Agido,Dark Crisis,DCR-080,1.0,28
Altar for Tribute,Dark Crisis,DCR-EN095,0.0,80
Altar for Tribute,Dark Crisis,DCR-095,0.99,41
Archfiend Soldier,Dark Crisis,DCR-EN057,0.0,3
Archfiend Soldier,Dark Crisis,DCR-057,1.22,50
Archfiend's Oath,Dark Crisis,DCR-EN092,0.0,10
Archfiend's Oath,Dark Crisis,DCR-092,1.06,44
Archfiend's Roar,Dark Crisis,DCR-EN099,0.0,29
Archfiend's Roar,Dark Crisis,DCR-099,1.18,8
Arsenal Robber,Dark Crisis,DCR-EN048,0.0,92
Arsenal Robber,Dark Crisis,DCR-048,0.98,61
Battle Footballer,Dark Crisis,DCR-EN001,0.0,6
Battle Footballer,Dark Crisis,DCR-001,1.04,12
Battle-Scarred,Dark Crisis,DCR-EN097,0.0,80
Battle-Scarred,Dark Crisis,DCR-097,1.04,78
Blindly Loyal Goblin,Dark Crisis,DCR-EN022,0.0,10
Blindly Loyal Goblin,Dark Crisis,DCR-022,1.03,35
Butterfly Dagger - Elma,Dark Crisis,DCR-EN032,11.07,8
Butterfly Dagger - Elma,Dark Crisis,DCR-032,1.95,55
Cestus of Dagla,Dark Crisis,DCR-EN090,0.0,14
Cestus of Dagla,Dark Crisis,DCR-090,1.08,45
Checkmate,Dark Crisis,DCR-EN089,16.23,0
Checkmate,Dark Crisis,DCR-089,0.99,32
Contract with Exodia,Dark Crisis,DCR-EN031,0.0,12
Contract with Exodia,Dark Crisis,DCR-031,1.57,17
Contract with the Abyss,Dark Crisis,DCR-EN086,0.0,45
Contract with the Abyss,Dark Crisis,DCR-086,2.08,30
Cost Down,Dark Crisis,DCR-EN053,2.99,51
Cost Down,Dark Crisis,DCR-053,3.52,48
Cyber Raider,Dark Crisis,DCR-EN011,0.0,68
Cyber Raider,Dark Crisis,DCR-011,1.13,20
D.D. Warrior Lady,Dark Crisis,DCR-EN027,0.0,57
D.D. Warrior Lady,Dark Crisis,DCR-027,2.99,23
Dark Flare Knight,Dark Crisis,DCR-EN017,11.07,33
Dark Flare Knight,Dark Crisis,DCR-017,3.95,64
Dark Scorpion - Chick the Yellow,Dark Crisis,DCR-EN026,0.0,13
Dark Scorpion - Chick the Yellow,Dark Crisis,DCR-026,0.99,83
Dark Scorpion - Gorg the Strong,Dark Crisis,DCR-EN060,0.0,86
Dark Scorpion - Gorg the Strong,Dark Crisis,DCR-060,1.04,78
Dark Scorpion - Meanae the Thorn,Dark Crisis,DCR-EN061,0.0,55
Dark Scorpion - Meanae the Thorn,Dark Crisis,DCR-061,1.06,42
Dark Scorpion Combination,Dark Crisis,DCR-EN098,0.0,93
Dark Scorpion Combination,Dark Crisis,DCR-098,1.03,64
Darkbishop Archfiend,Dark Crisis,DCR-EN069,0.0,44
Darkbishop Archfiend,Dark Crisis,DCR-069,1.11,65
Despair from the Dark,Dark Crisis,DCR-EN023,0.0,42
Despair from the Dark,Dark Crisis,DCR-023,1.07,77
Desrook Archfiend,Dark Crisis,DCR-EN070,0.0,49
Desrook Archfiend,Dark Crisis,DCR-070,1.0,26
Different Dimension Dragon,Dark Crisis,DCR-EN015,10.95,74
Different Dimension Dragon,Dark Crisis,DCR-015,1.49,68
Different Dimension Gate,Dark Crisis,DCR-EN044,2.0,63
Different Dimension Gate,Dark Crisis,DCR-044,1.04,40
Dragged Down into the Grave,Dark Crisis,DCR-EN084,8.3,53
Dragged Down into the Grave,Dark Crisis,DCR-084,1.24,1
Exodia Necross,Dark Crisis,DCR-EN020,39.74,71
Exodia Necross,Dark Crisis,DCR-020,10.43,46
Fairy of the Spring,Dark Crisis,DCR-EN040,0.0,55
Fairy of the Spring,Dark Crisis,DCR-040,0.99,64
Falling Down,Dark Crisis,DCR-EN088,0.0,87
Falling Down,Dark Crisis,DCR-088,1.33,64
Fear from the Dark,Dark Crisis,DCR-EN025,0.0,36
Fear from the Dark,Dark Crisis,DCR-025,1.03,18
Final Attack Orders,Dark Crisis,DCR-EN045,0.0,56
Final Attack Orders,Dark Crisis,DCR-045,1.05,67
Frozen Soul,Dark Crisis,DCR-EN096,0.0,82
Frozen Soul,Dark Crisis,DCR-096,0.94,64
Gagagigo,Dark Crisis,DCR-EN054,0.0,97
Gagagigo,Dark Crisis,DCR-054,1.69,80
Goblin of Greed,Dark Crisis,DCR-EN065,0.0,34
Goblin of Greed,Dark Crisis,DCR-065,1.04,22
Gravity Axe - Grarl,Dark Crisis,DCR-EN034,0.0,68
Gravity Axe - Grarl,Dark Crisis,DCR-034,1.05,79
Great Maju Garzett,Dark Crisis,DCR-EN063,0.0,76
Great Maju Garzett,Dark Crisis,DCR-063,2.39,83
Guardian Baou,Dark Crisis,DCR-EN008,0.0,71
Guardian Baou,Dark Crisis,DCR-008,1.07,65
Guardian Ceal,Dark Crisis,DCR-EN006,11.07,11
Guardian Ceal,Dark Crisis,DCR-006,1.81,31
Guardian Elma,Dark Crisis,DCR-EN005,0.0,70
Guardian Elma,Dark Crisis,DCR-005,0.99,15
Guardian Grarl,Dark Crisis,DCR-EN007,34.01,65
Guardian Grarl,Dark Crisis,DCR-007,3.77,0
Guardian Kay'est,Dark Crisis,DCR-EN009,0.0,35
Guardian Kay'est,Dark Crisis,DCR-009,1.06,60
Guardian Tryce,Dark Crisis,DCR-EN010,0.0,89
Guardian Tryce,Dark Crisis,DCR-010,1.08,90
Gyaku-Gire Panda,Dark Crisis,DCR-EN021,0.0,98
Gyaku-Gire Panda,Dark Crisis,DCR-021,1.69,88
Incandescent Ordeal,Dark Crisis,DCR-EN085,0.0,35
Incandescent Ordeal,Dark Crisis,DCR-085,1.23,5
Infernalqueen Archfiend,Dark Crisis,DCR-EN071,0.0,74
Infernalqueen Archfiend,Dark Crisis,DCR-071,1.1,88
Interdimensional Matter Transporter,Dark Crisis,DCR-EN052,5.0,87
Interdimensional Matter Transporter,Dark Crisis,DCR-052,1.76,57
Iron Blacksmith Kotetsu,Dark Crisis,DCR-EN064,0.0,58
Iron Blacksmith Kotetsu,Dark Crisis,DCR-064,1.16,34
Judgment of Anubis,Dark Crisis,DCR-EN105,14.95,89
Judgment of Anubis,Dark Crisis,DCR-105,2.57,19
Kaiser Glider,Dark Crisis,DCR-EN051,7.84,91
Kaiser Glider,Dark Crisis,DCR-051,2.84,36
Kelbek,Dark Crisis,DCR-EN078,0.0,7
Kelbek,Dark Crisis,DCR-078,1.01,47
Legendary Flame Lord,Dark Crisis,DCR-EN081,2.1,76
Legendary Flame Lord,Dark Crisis,DCR-081,1.0,43
Maju Garzett,Dark Crisis,DCR-EN024,16.7,77
Maju Garzett,Dark Crisis,DCR-024,1.81,48
Mefist the Infernal General,Dark Crisis,DCR-EN066,0.0,14
Mefist the Infernal General,Dark Crisis,DCR-066,1.1,86
Metallizing Parasite - Lunatite,Dark Crisis,DCR-EN074,0.0,97
Metallizing Parasite - Lunatite,Dark Crisis,DCR-074,1.0,95
Mirage Knight,Dark Crisis,DCR-EN018,10.42,20
Mirage Knight,Dark Crisis,DCR-018,1.95,12
Mustering of the Dark Scorpions,Dark Crisis,DCR-EN093,0.0,73
Mustering of the Dark Scorpions,Dark Crisis,DCR-093,0.99,60
Nin-Ken Dog,Dark Crisis,DCR-EN002,0.0,54
Nin-Ken Dog,Dark Crisis,DCR-002,1.02,83
Non-Spellcasting Area,Dark Crisis,DCR-EN043,0.0,73
Non-Spellcasting Area,Dark Crisis,DCR-043,0.98,44
Ojama Green,Dark Crisis,DCR-EN056,8.9,43
Ojama Green,Dark Crisis,DCR-056,1.75,57
Ojama Trio,Dark Crisis,DCR-EN047,0.0,28
Ojama Trio,Dark Crisis,DCR-047,2.32,35
Outstanding Dog Marron,Dark Crisis,DCR-EN062,0.0,86
Outstanding Dog Marron,Dark Crisis,DCR-062,1.25,28
Pandemonium Watchbear,Dark Crisis,DCR-EN058,0.0,21
Pandemonium Watchbear,Dark Crisis,DCR-058,0.96,44
Precious Cards from Beyond,Dark Crisis,DCR-EN038,5.76,44
Precious Cards from Beyond,Dark Crisis,DCR-038,1.24,61
Really Eternal Rest,Dark Crisis,DCR-EN050,0.0,96
Really Eternal Rest,Dark Crisis,DCR-050,0.99,78
Reflect Bounder,Dark Crisis,DCR-EN012,34.34,40
Reflect Bounder,Dark Crisis,DCR-012,6.34,93
Sakuretsu Armor,Dark Crisis,DCR-EN102,0.0,15
Sakuretsu Armor,Dark Crisis,DCR-102,1.44,17
Sasuke Samurai 2,Dark Crisis,DCR-EN059,0.0,22
Sasuke Samurai 2,Dark Crisis,DCR-059,0.99,1
Shadowknight Archfiend,Dark Crisis,DCR-EN068,0.0,56
Shadowknight Archfiend,Dark Crisis,DCR-068,1.04,55
Shinato's Ark,Dark Crisis,DCR-EN029,0.0,56
Shinato's Ark,Dark Crisis,DCR-029,1.52,69
Shooting Star Bow - Ceal,Dark Crisis,DCR-EN033,0.0,79
Shooting Star Bow - Ceal,Dark Crisis,DCR-033,1.51,39
Skull Archfiend of Lightning,Dark Crisis,DCR-EN073,12.11,83
Skull Archfiend of Lightning,Dark Crisis,DCR-073,3.57,74
Spell Reproduction,Dark Crisis,DCR-EN083,0.0,24
Spell Reproduction,Dark Crisis,DCR-083,1.07,46
Spell Vanishing,Dark Crisis,DCR-EN101,8.86,77
Spell Vanishing,Dark Crisis,DCR-101,1.6,93
