Name,Type,Level,Race,Attribute,ATK,DEF
Metal Reflect Slime,Trap Card,,Continuous,,,
Dreamland,Spell Card,,Field,,,
Formation Union,Trap Card,,Normal,,,
Javelin Beetle,Ritual Monster,8,Insect,EARTH,2450,2550
Mecha Phantom Beast Jaculuslan,Synchro Monster,9,Machine,WIND,2700,2000
Release from Stone,Trap Card,,Continuous,,,
Destiny HERO - Dark Angel,Effect Monster,1,Warrior,DARK,0,0
Atlantean Pikeman,Normal Monster,2,Sea Serpent,WATER,1400,0
X-Saber Uruz,Effect Monster,4,Beast-Warrior,EARTH,1600,1000
Gem-Armadillo,Effect Monster,4,Rock,EARTH,1700,500
Secret Barrel,Trap Card,,Normal,,,
Firewing Pegasus,Normal Monster,6,Beast,FIRE,2250,1800
The Door of Destiny,Trap Card,,Continuous,,,
Overlay Regen,Spell Card,,Normal,,,
Graveyard and the Hand of Invitation,Normal Monster,3,Zombie,DARK,700,900
Wicked Acolyte Chilam Sabak,Effect Monster,8,Reptile,DARK,2500,0
Thousand-Eyes Idol,Normal Monster,1,Spellcaster,DARK,0,0
Gem-Knight Sapphire,Normal Monster,4,Aqua,EARTH,0,2100
Fire Sorcerer,Flip Effect Monster,4,Spellcaster,FIRE,1000,1500
Master of Oz,Fusion Monster,9,Beast,EARTH,4200,3700
Dino-Sewing,Effect Monster,4,Fiend,EARTH,0,0
Return from the Different Dimension,Trap Card,,Normal,,,
Cunning of the Six Samurai,Spell Card,,Quick-Play,,,
Cheepcheepcheep,Effect Monster,1,Winged Beast,WIND,300,200
Burst Return,Spell Card,,Normal,,,
Stardust Flash,Trap Card,,Normal,,,
Infestation Tool,Trap Card,,Normal,,,
Forbidden Lance,Spell Card,,Quick-Play,,,
Apoqliphort Towers,Effect Monster,10,Machine,EARTH,3000,2600
Mokey Mokey,Normal Monster,1,Fairy,LIGHT,300,100
Mist Wurm,Synchro Monster,9,Thunder,WIND,2500,1500
Wattkid,Normal Monster,3,Thunder,LIGHT,1000,500
Hieratic Dragon King of Atum,XYZ Monster,6,Dragon,LIGHT,2400,2100
DNA Checkup,Trap Card,,Normal,,,
Gladiator Beast Heraklinos,Fusion Monster,8,Beast-Warrior,FIRE,3000,2800
Dawn of the Herald,Spell Card,,Ritual,,,
Lightray Grepher,Effect Monster,4,Warrior,LIGHT,1700,1600
Golden Homunculus,Effect Monster,6,Warrior,LIGHT,1500,1500
"Stream, Dragon Ruler of Droplets",Effect Monster,4,Dragon,WATER,1600,2000
Shiba-Warrior Taro,Tuner Monster,2,Beast-Warrior,EARTH,800,600
Cosmic Compass,Effect Monster,1,Machine,EARTH,100,300
Compass Token,Token,,Machine,,,
Ghostrick Witch,Effect Monster,2,Spellcaster,DARK,1200,200
King's Synchro,Trap Card,,Normal,,,
Secret Guards of the Ice Barrier,Effect Monster,2,Aqua,WATER,100,1600
Infestation Pandemic,Spell Card,,Quick-Play,,,
"Beatrice, Lady of the Eternal",XYZ Monster,6,Fairy,LIGHT,2500,2800
Malefic World,Spell Card,,Field,,,
Non-Fusion Area,Trap Card,,Continuous,,,
The Unhappy Girl,Effect Monster,2,Spellcaster,LIGHT,400,300
Altitude Knight,Effect Monster,4,Warrior,WIND,1400,1200
SPYRAL MISSION - Assault,Spell Card,,Continuous,,,
Skreech,Effect Monster,4,Reptile,WATER,1500,400
Speedroid Tri-Eyed Dice,Tuner Monster,3,Machine,WIND,300,1500
Lightning Conger,Normal Monster,3,Thunder,WATER,350,750
Absolute End,Trap Card,,Normal,,,
Yokotuner,Tuner Monster,1,Beast,EARTH,800,600
Superheavy Samurai Soulbeads,Effect Monster,1,Machine,EARTH,0,0
Naturia Beetle,Effect Monster,4,Insect,EARTH,400,1800
Tualatin,Effect Monster,8,Fairy,LIGHT,2800,2500
Super Rejuvenation,Spell Card,,Quick-Play,,,
The Six Samurai - Irou,Effect Monster,4,Warrior,DARK,1700,1200
Great Sorcerer of the Nekroz,Effect Monster,4,Spellcaster,WATER,1500,800
Sky Iris,Spell Card,,Field,,,
Asceticism of the Six Samurai,Spell Card,,Quick-Play,,,
"Makiu, the Magical Mist",Spell Card,,Normal,,,
Genex Ally Crusher,Effect Monster,4,Machine,DARK,1000,2000
Rocket Pilder,Spell Card,,Equip,,,
Shadowpriestess of Ohm,Effect Monster,4,Spellcaster,DARK,1700,1600
Pursuit Chaser,Effect Monster,3,Machine,EARTH,1400,600
Parasite Paracide,Flip Effect Monster,2,Insect,EARTH,500,300
Yosen Training Grounds,Spell Card,,Continuous,,,
Harpie Lady 2,Effect Monster,4,Winged Beast,WIND,1300,1400
"Windaar, Sage of Gusto",Effect Monster,6,Psychic,WIND,2000,1000
Fusion Weapon,Spell Card,,Equip,,,
Gateway of the Six,Spell Card,,Continuous,,,
Zombowwow,Effect Monster,2,Zombie,DARK,1000,1000
Superheavy Samurai Flutist,Effect Monster,3,Machine,EARTH,500,1000
Quill Pen of Gulldos,Spell Card,,Normal,,,
Dr. Frankenderp,Effect Monster,3,Psychic,DARK,300,300
Gadget Hauler,Effect Monster,6,Machine,EARTH,1300,0
The Judgement Hand,Normal Monster,3,Warrior,EARTH,1400,700
Metalfoes Orichalc,Fusion Monster,8,Psychic,FIRE,2800,2200
Bamboo Scrap,Trap Card,,Normal,,,
Plant Token,Token,,Plant,,,
Gusto Thunbolt,Effect Monster,4,Thunder,WIND,1500,1200
Cestus of Dagla,Spell Card,,Equip,,,
Toon Barrel Dragon,Toon Monster,7,Machine,DARK,2600,2200
Baby Raccoon Tantan,Flip Effect Monster,2,Beast,EARTH,0,800
Canyon,Spell Card,,Field,,,
Really Eternal Rest,Trap Card,,Normal,,,
Morphtronic Cameran,Effect Monster,2,Machine,LIGHT,800,600
Wrecker Panda,Effect Monster,2,Beast,EARTH,800,800
Roc from the Valley of Haze,Effect Monster,6,Winged Beast,WIND,2400,1400
Photon Papilloperative,XYZ Monster,4,Warrior,LIGHT,2100,1800
Dragunity Dux,Effect Monster,4,Winged Beast,WIND,1500,1000
Blackwing - Gladius the Midnight Sun,Effect Monster,3,Winged Beast,DARK,800,1500
Heroic Challenger - Clasp Sword,Effect Monster,1,Warrior,EARTH,300,100
Traptrix Nepenthes,Effect Monster,4,Plant,EARTH,800,2000
Dried Winds,Trap Card,,Continuous,,,
Curse of Dragon,Normal Monster,5,Dragon,DARK,2000,1500
Morphtronic Monitron,Trap Card,,Continuous,,,
Fairy King Albverdich,XYZ Monster,4,Plant,EARTH,2300,1400
Necroface,Effect Monster,4,Zombie,DARK,1200,1800
Aqua Story - Urashima,Trap Card,,Normal,,,
Flamvell Poun,Effect Monster,1,Pyro,FIRE,200,200
Blizzard Princess,Effect Monster,8,Spellcaster,WATER,2800,2100
White Tiger Summoner,Effect Monster,3,Spellcaster,EARTH,1000,1700
Destiny HERO - Double Dude,Effect Monster,6,Warrior,DARK,1000,1000
Double Dude Token,Token,,Warrior,,,
Hade-Hane,Flip Effect Monster,5,Beast,EARTH,900,1000
Crimson Sentry,Effect Monster,4,Warrior,FIRE,1500,1200
Subterror Behemoth Burrowing,Trap Card,,Normal,,,
Damage Condenser,Trap Card,,Normal,,,
Scrap Factory,Spell Card,,Field,,,
"Archfiend Emperor, the First Lord of Horror",Effect Monster,8,Fiend,DARK,3000,2000
Forbidden Arts of the Gishki,Spell Card,,Ritual,,,
Invader from Another Dimension,Normal Monster,4,Fiend,DARK,950,1400
Worm Opera,Flip Effect Monster,2,Reptile,LIGHT,400,800
Bladefly,Effect Monster,2,Insect,WIND,600,700
Armageddon Designator,Trap Card,,Normal,,,
Worm Call,Spell Card,,Continuous,,,
Super Solar Nutrient,Spell Card,,Continuous,,,
Illusionist Faceless Mage,Normal Monster,5,Spellcaster,DARK,1200,2200
Magical Dimension,Spell Card,,Quick-Play,,,
Dragon Seeker,Effect Monster,6,Fiend,DARK,2000,2100
Golden Dragon Summoner,Effect Monster,4,Spellcaster,LIGHT,1000,1000
Last Turn,Trap Card,,Normal,,,
The Agent of Miracles - Jupiter,Effect Monster,4,Fairy,LIGHT,1800,1000
Mermail Abyssocea,Effect Monster,3,Aqua,WATER,1100,1900
Deepsea Shark,Fusion Monster,5,Fish,WATER,1900,1600
A Wingbeat of Giant Dragon,Spell Card,,Normal,,,
Mist Archfiend,Effect Monster,5,Fiend,DARK,2400,0
Weed Out,Trap Card,,Normal,,,
Yosenju Kama 3,Effect Monster,4,Beast-Warrior,WIND,1500,800
Crane Crane,Effect Monster,3,Winged Beast,EARTH,300,900
March Towards Ragnarok,Spell Card,,Quick-Play,,,
Embodiment of Apophis,Trap Card,,Continuous,,,
Deep Dark Trap Hole,Trap Card,,Normal,,,
"Radian, the Multidimensional Kaiju",Effect Monster,7,Fiend,DARK,2800,2500
Radian Token,Token,,Fiend,,,
Elemental HERO Dark Neos,Fusion Monster,7,Warrior,DARK,2500,2000
Tainted Wisdom,Effect Monster,3,Fiend,DARK,1250,800
Telekinetic Power Well,Spell Card,,Quick-Play,,,
Legendary Atlantean Tridon,Effect Monster,3,Sea Serpent,WATER,1600,800
Shield Wing,Effect Monster,2,Winged Beast,WIND,0,900
"Aether, the Evil Empowering Dragon",Pendulum Effect Monster,6,Dragon,DARK,2300,1600
Defensive Tactics,Trap Card,,Normal,,,
Evoltile Odonto,Effect Monster,2,Reptile,FIRE,500,1200
Gagaga Mancer,Effect Monster,4,Spellcaster,DARK,100,100
Celestial Transformation,Spell Card,,Quick-Play,,,
Gear Gigant X,XYZ Monster,4,Machine,EARTH,2300,1500
Mask of Darkness,Flip Effect Monster,2,Fiend,DARK,900,400
Solitaire Magician,Effect Monster,4,Spellcaster,LIGHT,1600,1300
Armageddon Knight,Effect Monster,4,Warrior,DARK,1400,1200
Photon Cerberus,Effect Monster,3,Beast,LIGHT,1300,600
Storming Wynn,Effect Monster,4,Spellcaster,WIND,800,1500
Silver Gadget,Effect Monster,4,Machine,LIGHT,1500,1000
Aquarium Stage,Spell Card,,Continuous,,,
Mist Valley Watcher,Normal Monster,4,Spellcaster,WIND,1500,1900
Armory Arm,Synchro Monster,4,Machine,LIGHT,1800,1200
Geargia Change,Spell Card,,Quick-Play,,,
Fortune Lady Water,Effect Monster,4,Spellcaster,WATER,0,0
Masked HERO Acid,Fusion Monster,8,Warrior,WATER,2600,2100
Daybreaker,Effect Monster,4,Warrior,LIGHT,1700,0
Avalanching Aussa,Effect Monster,4,Spellcaster,EARTH,800,1500
"Samsara, Dragon of Rebirth",Synchro Monster,5,Dragon,DARK,100,2600
World of Prophecy,Effect Monster,9,Spellcaster,LIGHT,2900,2400
Pumpking the King of Ghosts,Effect Monster,6,Zombie,DARK,1800,2000
Performapal Teeter Totter Hopper,Effect Monster,4,Insect,EARTH,100,1200
Steel Ogre Grotto 1,Normal Monster,5,Machine,EARTH,1400,1800
Gravitic Orb,Flip Effect Monster,3,Fiend,DARK,1100,700
Gimmick Puppet Scissor Arms,Effect Monster,4,Machine,DARK,1200,600
Artifact Ignition,Spell Card,,Quick-Play,,,
Dragon Laser,Spell Card,,Quick-Play,,,
Spell Reproduction,Spell Card,,Normal,,,
Chrysalis Pinny,Effect Monster,2,Plant,LIGHT,100,700
Shadow Spell,Trap Card,,Continuous,,,
Lineage of Destruction,Trap Card,,Normal,,,
Assault Wyvern,Effect Monster,4,Dragon,LIGHT,1800,1100
Armed Protector Dragon,Effect Monster,8,Dragon,LIGHT,2000,2800
Elemental HERO Electrum,Fusion Monster,10,Warrior,LIGHT,2900,2600
ZW - Eagle Claw,Effect Monster,5,Winged Beast,WIND,2000,1200
Gladiator Beast Nerokius,Fusion Monster,8,Winged Beast,DARK,2800,1900
Yado Karu,Effect Monster,4,Aqua,WATER,900,1700
Nutrient Z,Trap Card,,Normal,,,
Ghostrick Parade,Spell Card,,Field,,,
Bottomless Trap Hole,Trap Card,,Normal,,,
Rainbow Marine Mermaid,Normal Monster,5,Fish,WATER,1550,1700
Psi-Blocker,Effect Monster,4,Psychic,WIND,1200,300
"Diabolos, King of the Abyss",Effect Monster,7,Dragon,DARK,2800,1000
Dark Eradicator Warlock,Effect Monster,7,Spellcaster,DARK,2500,2100
Twin Photon Lizard,Fusion Monster,6,Dragon,LIGHT,2400,1000
The Snake Hair,Normal Monster,4,Zombie,DARK,1500,1200
Kozmo DOG Fighter,Effect Monster,6,Machine,DARK,2000,2400
DOG Fighter Token,Token,,Machine,,,
"Digvorzhak, King of Heavy Industry",XYZ Monster,5,Machine,EARTH,3200,2000
Mask of Restrict,Trap Card,,Continuous,,,
Mist Valley Apex Avian,Effect Monster,7,Winged Beast,WIND,2700,2000
Gladiator Beast Octavius,Effect Monster,7,Winged Beast,LIGHT,2500,1200
Super Junior Confrontation,Trap Card,,Normal,,,
Cyclone Boomerang,Spell Card,,Equip,,,
Traptrix Trap Hole Nightmare,Trap Card,,Normal,,,
Beautiful Beast Trainer,Normal Monster,5,Warrior,EARTH,1750,1500
Gray Wing,Effect Monster,3,Dragon,WIND,1300,700
Amazoness Chain Master,Effect Monster,4,Warrior,EARTH,1500,1300
"Arnis, the Empowered Warrior",Effect Monster,4,Warrior,FIRE,1700,1200
Twin Long Rods 2,Normal Monster,3,Aqua,WATER,850,700
Summon Gate,Trap Card,,Continuous,,,
"Kumongous, the Sticky String Kaiju",Effect Monster,7,Insect,EARTH,2400,2500
Spell Vanishing,Trap Card,,Counter,,,
Temple of the Kings,Spell Card,,Continuous,,,
Watthydra,Synchro Monster,7,Thunder,LIGHT,1500,1500
Mischief of the Yokai,Trap Card,,Normal,,,
Snakeyashi,Normal Monster,4,Plant,EARTH,1000,1200
The Forces of Darkness,Trap Card,,Normal,,,
Graydle Eagle,Effect Monster,3,Aqua,WATER,1500,500
Crystron Thystvern,Effect Monster,3,Machine,WATER,1500,1500
Ojama Trio,Trap Card,,Normal,,,
Ojama Token,Token,,Beast,,,
Ojama Token,Token,,Beast,,,
Assault Teleport,Spell Card,,Normal,,,
Darklight,Trap Card,,Normal,,,
Gishki Shadow,Effect Monster,4,Sea Serpent,WATER,1200,1000
Arisen Gaia the Fierce Knight,Effect Monster,7,Warrior,DARK,2300,2100
The Fabled Chawa,Tuner Monster,1,Beast,LIGHT,200,100
Marine Beast,Fusion Monster,5,Fish,WATER,1700,1600
Earthbound Wave,Trap Card,,Counter,,,
Morphtronic Magnen,Effect Monster,3,Thunder,EARTH,800,800
Dig Beak,Normal Monster,2,Beast,EARTH,500,800
Zap Mustung,Effect Monster,4,Thunder,LIGHT,1600,1500
Legendary Six Samurai - Shi En,Synchro Monster,5,Warrior,DARK,2500,1400
Zenmairch,Trap Card,,Normal,,,
A-Assault Core,Union Effect Monster,4,Machine,LIGHT,1900,200
Cyber Ouroboros,Effect Monster,2,Machine,DARK,100,600
Edge Imp Sabres,Effect Monster,3,Fiend,DARK,1200,800
Wall of Ivy,Flip Effect Monster,2,Plant,EARTH,300,1200
Ivy Token,Token,,Plant,,,
Red-Eyes Black Flare Dragon,Gemini Monster,7,Dragon,DARK,2400,2000
Meteor Black Comet Dragon,Fusion Monster,8,Dragon,DARK,3500,2000
Zanki,Normal Monster,5,Warrior,EARTH,1500,1700
"Minerva, the Exalted Lightsworn",XYZ Monster,4,Fairy,LIGHT,2000,800
"Suanni, Fire of the Yang Zing",Effect Monster,4,Wyrm,FIRE,1900,0
Judge Man,Normal Monster,6,Warrior,EARTH,2200,1500
Synchro Strike,Trap Card,,Normal,,,
Lightray Diabolos,Effect Monster,7,Dragon,LIGHT,2800,1000
Darkfall,Trap Card,,Normal,,,
Brutal Potion,Trap Card,,Normal,,,
Gear Golem the Moving Fortress,Effect Monster,4,Machine,EARTH,800,2200
Magician of Black Chaos,Ritual Monster,8,Spellcaster,DARK,2800,2600
Gravekeeper's Descendant,Effect Monster,4,Spellcaster,DARK,1500,1200
Macro Cosmos,Trap Card,,Continuous,,,
Hungry Burger,Ritual Monster,6,Warrior,DARK,2000,1850
Crimson Nova the Dark Cubic Lord,Effect Monster,10,Fiend,DARK,3000,0
Reese the Ice Mistress,Tuner Monster,2,Sea Serpent,WATER,800,800
Worm Tentacles,Effect Monster,4,Reptile,LIGHT,1700,700
Phantom of Chaos,Effect Monster,4,Fiend,DARK,0,0
Element Dragon,Effect Monster,4,Dragon,LIGHT,1500,1200
Dokuroyaiba,Normal Monster,3,Fiend,FIRE,1000,400
Shaddoll Squamata,Flip Effect Monster,4,Spellcaster,DARK,1800,1000
Gishki Psychelone,Ritual Effect Monster,4,Fiend,WATER,2150,1650
Bujin Regalia - The Sword,Trap Card,,Normal,,,
Utopia Buster,Spell Card,,Normal,,,
Human-Wave Tactics,Trap Card,,Continuous,,,
Prediction Ritual,Spell Card,,Ritual,,,
Yang Zing Creation,Trap Card,,Continuous,,,
Genex Power Planner,Effect Monster,1,Spellcaster,LIGHT,300,200
Ancient Gear Factory,Spell Card,,Normal,,,
Rite of Spirit,Trap Card,,Normal,,,
Mystical Sheep 1,Effect Monster,3,Beast,EARTH,1150,900
Imperial Iron Wall,Trap Card,,Continuous,,,
Legacy of Yata-Garasu,Trap Card,,Normal,,,
Uminotaurus,Effect Monster,4,Aqua,WATER,1700,1000
Counterforce,Trap Card,,Normal,,,
Djinn Disserere of Rituals,Effect Monster,1,Fiend,DARK,200,200
Red-Headed Oni,Effect Monster,4,Zombie,DARK,1700,1000
Raidraptor - Return,Trap Card,,Normal,,,
Lightsworn Sabre,Spell Card,,Equip,,,
Witch Doctor of Sparta,Effect Monster,4,Spellcaster,EARTH,400,2000
Enchanting Fitting Room,Spell Card,,Normal,,,
Sky Scout,Normal Monster,4,Winged Beast,WIND,1800,600
"True King Lithosagym, the Disaster",Effect Monster,9,Wyrm,EARTH,2500,2300
Branch!,Spell Card,,Continuous,,,
ZERO-MAX,Spell Card,,Normal,,,
Noble Knight Bedwyr,Effect Monster,4,Warrior,LIGHT,1600,1500
Puzzle Reborn,Trap Card,,Normal,,,
Beetron,Effect Monster,4,Insect,DARK,1600,900
Xyz Burst,Spell Card,,Normal,,,
Apprentice Illusion Magician,Effect Monster,6,Spellcaster,DARK,2000,1700
"Thor, Lord of the Aesir",Synchro Monster,10,Beast-Warrior,EARTH,3500,2800
The Dark Door,Spell Card,,Continuous,,,
Magical Undertaker,Flip Effect Monster,2,Spellcaster,DARK,400,400
Strike Slash,Trap Card,,Normal,,,
"Garlandolf, King of Destruction",Ritual Effect Monster,7,Fiend,DARK,2500,1400
Blessings of the Nile,Spell Card,,Continuous,,,
Cyber Falcon,Normal Monster,4,Machine,WIND,1400,1200
Shield Crush,Spell Card,,Normal,,,
Maximum Six,Effect Monster,6,Warrior,EARTH,1900,1600
Coach King Giantrainer,XYZ Monster,8,Warrior,FIRE,2800,2000
Destiny HERO - Dangerous,Fusion Monster,6,Warrior,DARK,2000,2600
Blood Mefist,Synchro Monster,8,Fiend,DARK,2800,1300
Core Transport Unit,Spell Card,,Continuous,,,
Shadow Ghoul,Effect Monster,5,Zombie,DARK,1600,1300
Flower Stacking,Spell Card,,Normal,,,
Hieratic Dragon of Asar,Effect Monster,7,Dragon,LIGHT,2600,700
Mecha Phantom Beast Stealthray,Effect Monster,3,Machine,WIND,100,2100
All-Out Attacks,Trap Card,,Continuous,,,
Qlipper Launch,Trap Card,,Normal,,,
Rocket Warrior,Effect Monster,4,Warrior,LIGHT,1500,1300
The Selection,Trap Card,,Counter,,,
Sacred Crane,Effect Monster,4,Winged Beast,LIGHT,1600,400
Gallis the Star Beast,Effect Monster,3,Beast,EARTH,800,800
Brotherhood of the Fire Fist - Rooster,Effect Monster,3,Beast-Warrior,FIRE,1500,100
Koa'ki Meiru Urnight,Effect Monster,4,Beast-Warrior,EARTH,2000,1500
SPYRAL GEAR - Big Red,Spell Card,,Equip,,,
Conscription,Trap Card,,Normal,,,
Mad Reloader,Effect Monster,1,Fiend,DARK,0,0
Creature Swap,Spell Card,,Normal,,,
Genesis Dragon,Effect Monster,6,Dragon,LIGHT,2200,1800
Ferret Flames,Trap Card,,Normal,,,
Blackwing - Abrolhos the Megaquake,Effect Monster,7,Winged Beast,DARK,2600,1800
Kozmo Farmgirl,Effect Monster,3,Psychic,LIGHT,1500,1000
Revival of Dokurorider,Spell Card,,Ritual,,,
The First Sarcophagus,Trap Card,,Continuous,,,
Punch-in-the-Box,Trap Card,,Normal,,,
Elemental HERO Divine Neos,Fusion Monster,12,Warrior,LIGHT,2500,2500
Prediction Princess Arrowsylph,Flip Effect Monster,4,Fairy,WIND,1000,1400
Gyakutenno Megami,Normal Monster,6,Fairy,LIGHT,1800,2000
Gyakutenno Megami,Normal Monster,6,Fairy,LIGHT,1800,2000
Rai Rider,Effect Monster,3,Thunder,LIGHT,1200,1400
Attack Gainer,Tuner Monster,1,Warrior,EARTH,0,0
Majespecter Unicorn - Kirin,Pendulum Effect Monster,6,Spellcaster,WIND,2000,2000
Superheavy Samurai Soulshield Wall,Effect Monster,3,Machine,EARTH,1200,1200
Wavering Eyes,Spell Card,,Quick-Play,,,
Souleater,Normal Monster,4,Fish,EARTH,1200,0
Battle Mania,Trap Card,,Normal,,,
Gladiator Beast Dimacari,Effect Monster,4,Beast,EARTH,1600,1200
Healing Wave Generator,Effect Monster,4,Machine,LIGHT,800,1600
Performage Hat Tricker,Effect Monster,4,Spellcaster,EARTH,1100,1100
Hazy Flame Hyppogrif,Effect Monster,6,Pyro,FIRE,2100,200
Marshmallon,Effect Monster,3,Fairy,LIGHT,300,500
Raidraptor - Singing Lanius,Effect Monster,4,Winged Beast,DARK,100,100
Psi-Impulse,Spell Card,,Normal,,,
Zombie Warrior,Fusion Monster,3,Zombie,DARK,1200,900
XX-Saber Darksoul,Effect Monster,3,Beast,EARTH,100,100
Chaos Goddess,Synchro Monster,8,Fairy,LIGHT,2500,1800
"Tiras, Keeper of Genesis",XYZ Monster,5,Fairy,LIGHT,2600,1700
Divine Sword - Phoenix Blade,Spell Card,,Equip,,,
Rafflesia Seduction,Flip Effect Monster,2,Plant,EARTH,300,900
Void Imagination,Spell Card,,Continuous,,,
Wingweaver,Normal Monster,7,Fairy,LIGHT,2750,2400
Evilswarm Golem,Effect Monster,5,Rock,DARK,2150,1250
Everliving Underworld Cannon,Spell Card,,Continuous,,,
Unified Front,Trap Card,,Normal,,,
Dust Barrier,Spell Card,,Continuous,,,
Mr. Volcano,Normal Monster,5,Pyro,FIRE,2100,1300
Mecha Phantom Beast Warbluran,Tuner Monster,1,Machine,WIND,300,300
Hieratic Dragon of Nebthet,Effect Monster,5,Dragon,LIGHT,2000,1600
Harmonic Oscillation,Spell Card,,Normal,,,
Mecha Phantom Beast Megaraptor,Effect Monster,4,Machine,WIND,1900,1000
Escape from the Dark Dimension,Trap Card,,Continuous,,,
Spear Dragon,Effect Monster,4,Dragon,WIND,1900,0
Xyz Revenge Shuffle,Trap Card,,Normal,,,
Ancient Gear,Effect Monster,2,Machine,EARTH,100,800
Magician of Faith,Flip Effect Monster,1,Spellcaster,LIGHT,300,400
Zubaba General,XYZ Monster,4,Warrior,EARTH,2000,1000
Malevolent Mech - Goku En,Effect Monster,6,Zombie,LIGHT,2400,1400
Cactus Bouncer,Effect Monster,4,Plant,EARTH,1800,300
Laval Dual Slasher,Synchro Monster,5,Warrior,FIRE,2400,200
Black and White Wave,Spell Card,,Quick-Play,,,
Koa'ki Meiru Hydro Barrier,Effect Monster,3,Aqua,WATER,1000,1900
Revival Jam,Effect Monster,4,Aqua,WATER,1500,500
Red-Eyes Toon Dragon,Toon Monster,7,Dragon,DARK,2400,2000
Zoodiac Whiptail,Effect Monster,4,Beast-Warrior,EARTH,1200,400
Familiar-Possessed - Wynn,Effect Monster,4,Spellcaster,WIND,1850,1500
Yubel - The Ultimate Nightmare,Effect Monster,12,Fiend,DARK,0,0
Archfiend Empress,Effect Monster,8,Fiend,DARK,2900,2100
Oilman,Union Effect Monster,2,Machine,EARTH,400,400
Ready for Intercepting,Trap Card,,Normal,,,
Thunder Dragon,Effect Monster,5,Thunder,LIGHT,1600,1500
Stone Statue of the Aztecs,Effect Monster,4,Rock,EARTH,300,2000
Symphonic Warrior Piaano,Tuner Monster,3,Machine,WIND,900,1300
Machina Armored Unit,Spell Card,,Continuous,,,
Dark Necrofear,Effect Monster,8,Fiend,DARK,2200,2800
Different Dimension Ground,Trap Card,,Normal,,,
Dice-nied,Trap Card,,Continuous,,,
Familiar-Possessed - Aussa,Effect Monster,4,Spellcaster,EARTH,1850,1500
Fiend's Mirror,Ritual Monster,6,Fiend,DARK,2100,1800
The Six Samurai - Nisashi,Effect Monster,4,Warrior,WIND,1400,700
Dark Diviner,Synchro Monster,4,Fiend,DARK,2000,1000
Arcanite Magician,Synchro Monster,7,Spellcaster,LIGHT,400,1800
Meklord Emperor Skiel,Effect Monster,1,Machine,WIND,2200,2200
Ape Magician,Effect Monster,3,Beast,DARK,800,1200
Regenerating Rose,Effect Monster,7,Plant,DARK,0,1500
Regenerating Rose Token,Token,,Plant,,,
Flying Fish,Normal Monster,4,Fish,WIND,800,500
Majespecter Raccoon - Bunbuku,Pendulum Effect Monster,3,Spellcaster,WIND,1200,900
Millennium Shield,Normal Monster,5,Warrior,EARTH,0,3000
Millennium Shield,Normal Monster,5,Warrior,EARTH,0,3000
Evening Twilight Knight,Effect Monster,4,Warrior,DARK,500,2000
Blind Destruction,Trap Card,,Continuous,,,
Gravity Axe - Grarl,Spell Card,,Equip,,,
Wattkeeper,Trap Card,,Normal,,,
Mega Ton Magical Cannon,Spell Card,,Normal,,,
Heartfelt Appeal,Trap Card,,Normal,,,
Xyz Tribalrivals,Trap Card,,Continuous,,,
Destruction Sword Memories,Trap Card,,Normal,,,
Dinomist Ankylos,Pendulum Effect Monster,4,Machine,WATER,1500,2000
Psychokinesis,Spell Card,,Normal,,,
Bujingi Wolf,Effect Monster,4,Beast,LIGHT,1100,2000
A Major Upset,Trap Card,,Normal,,,
Ghostrick Socuteboss,XYZ Monster,2,Spellcaster,DARK,1400,1200
Prediction Princess Coinorma,Flip Effect Monster,3,Fairy,EARTH,800,1400
Vanquishing Light,Trap Card,,Counter,,,
Ultimate Obedient Fiend,Effect Monster,10,Fiend,FIRE,3500,3000
Salamandra,Spell Card,,Equip,,,
The All-Seeing White Tiger,Normal Monster,3,Beast,WIND,1300,500
Featherizer,Effect Monster,2,Spellcaster,WIND,700,1100
Skull Servant,Normal Monster,1,Zombie,DARK,300,200
Bountiful Artemis,Effect Monster,4,Fairy,LIGHT,1600,1700
Triangle Power,Spell Card,,Normal,,,
Koa'ki Meiru Crusader,Effect Monster,4,Beast-Warrior,EARTH,1900,1300
Bujin Yamato,Effect Monster,4,Beast-Warrior,LIGHT,1800,200
Dark Chimera,Normal Monster,5,Fiend,DARK,1610,1460
Oracle of Zefra,Spell Card,,Field,,,
Skelgon,Fusion Monster,6,Zombie,DARK,1700,1900
Magical Merchant,Flip Effect Monster,1,Insect,LIGHT,200,700
Extra Veiler,Effect Monster,2,Spellcaster,LIGHT,600,200
Savage Colosseum,Spell Card,,Field,,,
Cyber Shark,Effect Monster,5,Fish,WATER,2100,2000
Dragonic Attack,Spell Card,,Equip,,,
De-Synchro,Spell Card,,Normal,,,
Beaver Warrior,Normal Monster,4,Beast-Warrior,EARTH,1200,1500
Digital Bug Cocoondenser,Effect Monster,3,Insect,LIGHT,0,2000
Shogi Lance,Effect Monster,3,Beast-Warrior,EARTH,500,500
Rose Spectre of Dunn,Fusion Monster,6,Plant,DARK,2000,1800
Immortal Ruler,Effect Monster,4,Zombie,EARTH,1800,200
"Hamon, Lord of Striking Thunder",Effect Monster,10,Thunder,LIGHT,4000,4000
Minar,Effect Monster,3,Insect,EARTH,850,750
The Portrait's Secret,Normal Monster,4,Fiend,EARTH,1200,1500
High Tide on Fire Island,Trap Card,,Normal,,,
